Date,Open,High,Low,Close,Adj Close,Volume
2018-04-11,49900.000000,49900.000000,48600.000000,48860.000000,42440.140625,10051100
2018-04-12,49440.000000,49440.000000,48880.000000,49000.000000,42561.757813,12466250
2018-04-13,49600.000000,50180.000000,49400.000000,49800.000000,43256.636719,10278300
2018-04-16,50320.000000,50600.000000,49860.000000,50340.000000,43725.691406,7877450
2018-04-17,50240.000000,50540.000000,49820.000000,49980.000000,43412.976563,7772000
2018-04-18,51000.000000,51360.000000,50580.000000,51360.000000,44611.664063,13462600
2018-04-19,52000.000000,52980.000000,51540.000000,52780.000000,45845.082031,17190550
2018-04-20,51800.000000,52260.000000,51420.000000,51620.000000,44837.496094,11761000
2018-04-23,51000.000000,52080.000000,51000.000000,51900.000000,45080.714844,11619000
2018-04-24,51840.000000,51860.000000,50080.000000,50460.000000,43829.921875,15770300
2018-04-25,49220.000000,50500.000000,49220.000000,50400.000000,43777.800781,16614600
2018-04-26,50420.000000,52160.000000,50400.000000,52140.000000,45289.175781,18046550
2018-04-27,53380.000000,53640.000000,52440.000000,53000.000000,46036.183594,30310800
2018-04-30,53000.000000,53000.000000,53000.000000,53000.000000,46036.183594,0
2018-05-02,53000.000000,53000.000000,53000.000000,53000.000000,46036.183594,0
2018-05-03,53000.000000,53000.000000,53000.000000,53000.000000,46036.183594,0
2018-05-04,53000.000000,53900.000000,51800.000000,51900.000000,45080.714844,39565391
2018-05-08,52600.000000,53200.000000,51900.000000,52600.000000,45688.734375,23104720
2018-05-09,52600.000000,52800.000000,50900.000000,50900.000000,44212.101563,16128305
2018-05-10,51700.000000,51700.000000,50600.000000,51600.000000,44820.125000,13905263
2018-05-11,52000.000000,52200.000000,51200.000000,51300.000000,44559.546875,10314997
2018-05-14,51000.000000,51100.000000,49900.000000,50100.000000,43517.214844,14909272
2018-05-15,50200.000000,50400.000000,49100.000000,49200.000000,42735.460938,18709146
2018-05-16,49200.000000,50200.000000,49150.000000,49850.000000,43300.066406,15918683
2018-05-17,50300.000000,50500.000000,49400.000000,49400.000000,42909.195313,10365440
2018-05-18,49900.000000,49900.000000,49350.000000,49500.000000,42996.046875,6706570
2018-05-21,49650.000000,50200.000000,49100.000000,50000.000000,43430.359375,9020998
2018-05-23,50600.000000,52000.000000,50400.000000,51800.000000,44993.843750,17095490
2018-05-24,52000.000000,52000.000000,51100.000000,51400.000000,44646.394531,8289275
2018-05-25,51000.000000,52800.000000,50800.000000,52700.000000,45775.597656,15207266
2018-05-28,52500.000000,53000.000000,52000.000000,52300.000000,45428.152344,9787820
2018-05-29,52200.000000,52500.000000,51300.000000,51300.000000,44559.546875,8480437
2018-05-30,51300.000000,51500.000000,49100.000000,49500.000000,42996.046875,20498098
2018-05-31,50400.000000,50800.000000,49850.000000,50700.000000,44038.382813,63491109
2018-06-01,50500.000000,51700.000000,49950.000000,51300.000000,44559.546875,13038499
2018-06-04,50800.000000,51200.000000,50700.000000,51100.000000,44385.824219,9767171
2018-06-05,51100.000000,51400.000000,50400.000000,51300.000000,44559.546875,9144100
2018-06-07,51800.000000,51800.000000,50500.000000,50600.000000,43951.531250,13590016
2018-06-08,50200.000000,50400.000000,49600.000000,49650.000000,43126.339844,16951706
2018-06-11,49750.000000,50300.000000,49350.000000,49900.000000,43343.484375,10571312
2018-06-12,49700.000000,49800.000000,49250.000000,49400.000000,42909.195313,12110569
2018-06-14,49000.000000,49000.000000,48200.000000,48200.000000,41866.859375,20971729
2018-06-15,48500.000000,48700.000000,47650.000000,47650.000000,41389.117188,17080892
2018-06-18,47600.000000,47650.000000,46200.000000,46600.000000,40477.089844,16661870
2018-06-19,47200.000000,47350.000000,46500.000000,47000.000000,40824.531250,15217971
2018-06-20,47450.000000,47600.000000,46850.000000,47000.000000,40824.531250,12959316
2018-06-21,47900.000000,47900.000000,47050.000000,47050.000000,40867.960938,10015541
2018-06-22,47000.000000,47250.000000,46200.000000,47250.000000,41041.695313,10298006
2018-06-25,47050.000000,47050.000000,46150.000000,46650.000000,40520.527344,10587711
2018-06-26,45900.000000,47300.000000,45900.000000,47000.000000,40824.531250,11223166
2018-06-27,47450.000000,48500.000000,47000.000000,47950.000000,41649.707031,15274752
2018-06-28,46850.000000,47150.000000,46600.000000,46800.000000,40953.156250,12784800
2018-06-29,46250.000000,47150.000000,46200.000000,46650.000000,40821.902344,14099635
2018-07-02,46500.000000,47150.000000,45500.000000,45550.000000,39859.320313,13112253
2018-07-03,45750.000000,46450.000000,45750.000000,46150.000000,40384.371094,10959655
2018-07-04,46700.000000,47050.000000,46050.000000,46250.000000,40471.863281,8776763
2018-07-05,46100.000000,46550.000000,45600.000000,45950.000000,40209.343750,7039773
2018-07-06,45500.000000,45850.000000,44650.000000,44900.000000,39290.523438,17843706
2018-07-09,45500.000000,46100.000000,45200.000000,45600.000000,39903.074219,11602464
2018-07-10,46200.000000,46550.000000,46100.000000,46300.000000,40515.625000,10528665
2018-07-11,46400.000000,46450.000000,45400.000000,46000.000000,40253.105469,11224077
2018-07-12,45900.000000,46250.000000,45450.000000,45500.000000,39815.566406,11828104
2018-07-13,45800.000000,46500.000000,45750.000000,46500.000000,40690.636719,11543389
2018-07-16,46800.000000,46800.000000,46000.000000,46050.000000,40296.851563,7678719
2018-07-17,46150.000000,46200.000000,45600.000000,45850.000000,40121.847656,8892953
2018-07-18,46700.000000,47200.000000,46450.000000,46550.000000,40734.386719,10952645
2018-07-19,47050.000000,47200.000000,46600.000000,46900.000000,41040.656250,9880128
2018-07-20,47000.000000,47600.000000,46700.000000,47450.000000,41521.957031,10474547
2018-07-23,47100.000000,47200.000000,46150.000000,46500.000000,40690.636719,10823782
2018-07-24,46350.000000,46600.000000,45950.000000,46150.000000,40384.371094,8261363
2018-07-25,46250.000000,46550.000000,45900.000000,46150.000000,40384.371094,7222471
2018-07-26,46100.000000,47000.000000,46000.000000,46900.000000,41040.656250,7374946
2018-07-27,46450.000000,47000.000000,46450.000000,46900.000000,41040.656250,4762460
2018-07-30,46550.000000,46800.000000,46350.000000,46500.000000,40690.636719,5723035
2018-07-31,46200.000000,46450.000000,46000.000000,46250.000000,40471.863281,8033607
2018-08-01,46050.000000,46850.000000,46050.000000,46550.000000,40734.386719,7484499
2018-08-02,46550.000000,46800.000000,45500.000000,45550.000000,39859.320313,8560924
2018-08-03,45850.000000,45900.000000,45450.000000,45750.000000,40034.343750,8274944
2018-08-06,46150.000000,46150.000000,45750.000000,45800.000000,40078.085938,6771979
2018-08-07,46300.000000,46750.000000,45900.000000,46700.000000,40865.648438,9058174
2018-08-08,47000.000000,47000.000000,46550.000000,46800.000000,40953.156250,6429338
2018-08-09,47000.000000,47050.000000,46450.000000,46900.000000,41040.656250,12010886
2018-08-10,46150.000000,46400.000000,44850.000000,45400.000000,39728.066406,16670643
2018-08-13,44950.000000,45100.000000,44650.000000,45050.000000,39421.796875,9803831
2018-08-14,44850.000000,45400.000000,44850.000000,45150.000000,39509.300781,6409259
2018-08-16,43800.000000,44650.000000,43700.000000,44250.000000,38721.734375,10088229
2018-08-17,44050.000000,44400.000000,44050.000000,44100.000000,38590.476563,6808747
2018-08-20,43500.000000,44200.000000,43500.000000,43850.000000,38371.703125,7289124
2018-08-21,43700.000000,44900.000000,43700.000000,44800.000000,39203.027344,9520270
2018-08-22,45150.000000,46200.000000,44900.000000,46100.000000,40340.609375,11641656
2018-08-23,46150.000000,46200.000000,45700.000000,46200.000000,40428.117188,6730918
2018-08-24,45900.000000,46400.000000,45550.000000,46150.000000,40384.371094,6582535
2018-08-27,46100.000000,46550.000000,46000.000000,46300.000000,40515.625000,5263782
2018-08-28,46800.000000,46950.000000,46300.000000,46550.000000,40734.386719,7365976
2018-08-29,46750.000000,46800.000000,46400.000000,46800.000000,40953.156250,5572374
2018-08-30,46950.000000,47950.000000,46700.000000,47650.000000,41696.957031,12193231
2018-08-31,47100.000000,48450.000000,47000.000000,48450.000000,42397.019531,13577454
2018-09-03,48200.000000,48300.000000,47300.000000,47450.000000,41521.957031,8595084
2018-09-04,47550.000000,47800.000000,47200.000000,47650.000000,41696.957031,6791255
2018-09-05,47300.000000,47450.000000,46400.000000,46600.000000,40778.136719,9139998
2018-09-06,46200.000000,46400.000000,45800.000000,46100.000000,40340.609375,9040553
2018-09-07,44500.000000,45200.000000,44400.000000,44900.000000,39290.523438,18285508
2018-09-10,45450.000000,45550.000000,45000.000000,45500.000000,39815.566406,9979838
2018-09-11,45550.000000,45900.000000,45050.000000,45050.000000,39421.796875,9865790
2018-09-12,44900.000000,45100.000000,44500.000000,44550.000000,38984.257813,12995269
2018-09-13,44550.000000,44750.000000,44000.000000,44050.000000,38546.718750,18277942
2018-09-14,45000.000000,45850.000000,44900.000000,45850.000000,40121.847656,12446344
2018-09-17,45550.000000,45800.000000,44900.000000,45150.000000,39509.300781,8123384
2018-09-18,44950.000000,45900.000000,44700.000000,45500.000000,39815.566406,9987090
2018-09-19,46000.000000,46200.000000,45700.000000,46150.000000,40384.371094,9367454
2018-09-20,46850.000000,47600.000000,46400.000000,47250.000000,41346.945313,13536966
2018-09-21,46550.000000,47550.000000,46550.000000,47400.000000,41478.203125,14476906
2018-09-27,46950.000000,47500.000000,46450.000000,47500.000000,41878.464844,15804586
2018-09-28,47250.000000,47250.000000,46300.000000,46450.000000,40952.730469,11270515
2018-10-01,46450.000000,46800.000000,45800.000000,46350.000000,40864.570313,6354983
2018-10-02,46450.000000,46700.000000,45700.000000,45700.000000,40291.500000,6607188
2018-10-04,45150.000000,45600.000000,44700.000000,44700.000000,39409.835938,11865327
2018-10-05,44800.000000,45500.000000,44550.000000,44700.000000,39409.835938,10544165
2018-10-08,44200.000000,45200.000000,44200.000000,44950.000000,39630.246094,6759464
2018-10-10,45250.000000,45500.000000,44500.000000,45300.000000,39938.835938,10341349
2018-10-11,44000.000000,44650.000000,43100.000000,43100.000000,37999.207031,19324537
2018-10-12,43200.000000,44650.000000,43200.000000,44000.000000,38792.683594,12640906
2018-10-15,44050.000000,44050.000000,43350.000000,43800.000000,38616.355469,7434522
2018-10-16,43700.000000,44150.000000,43350.000000,43600.000000,38440.027344,6825677
2018-10-17,44150.000000,44500.000000,44000.000000,44150.000000,38924.937500,8306193
2018-10-18,43950.000000,44450.000000,43700.000000,44050.000000,38836.765625,8347725
2018-10-19,43900.000000,44150.000000,43450.000000,43900.000000,38704.519531,7842520
2018-10-22,43450.000000,43950.000000,43200.000000,43550.000000,38395.945313,8357648
2018-10-23,43300.000000,43450.000000,42550.000000,43050.000000,37955.117188,9531231
2018-10-24,43050.000000,43100.000000,42250.000000,42550.000000,37514.289063,13522825
2018-10-25,40600.000000,41550.000000,40550.000000,41000.000000,36147.722656,19338170
2018-10-26,41100.000000,41300.000000,40400.000000,41000.000000,36147.722656,14413864
2018-10-29,40850.000000,41950.000000,40550.000000,41400.000000,36500.386719,14460521
2018-10-30,41400.000000,43000.000000,41000.000000,42350.000000,37337.964844,14205190
2018-10-31,42900.000000,43350.000000,41700.000000,42400.000000,37382.039063,17621480
2018-11-01,42450.000000,42950.000000,42150.000000,42150.000000,37161.625000,13423132
2018-11-02,43050.000000,44250.000000,42800.000000,44150.000000,38924.937500,16517112
2018-11-05,43750.000000,43800.000000,42900.000000,43800.000000,38616.355469,9426777
2018-11-06,43750.000000,43800.000000,42950.000000,43750.000000,38572.269531,7713625
2018-11-07,43600.000000,44500.000000,43400.000000,44000.000000,38792.683594,11553998
2018-11-08,44900.000000,45050.000000,44050.000000,44050.000000,38836.765625,12617397
2018-11-09,44450.000000,44850.000000,43900.000000,44300.000000,39057.171875,7318500
2018-11-12,43850.000000,45250.000000,43700.000000,45200.000000,39850.667969,8552566
2018-11-13,43900.000000,44500.000000,43400.000000,44500.000000,39233.515625,9311126
2018-11-14,44500.000000,44500.000000,43800.000000,44100.000000,38880.851563,6783344
2018-11-15,44050.000000,44350.000000,43500.000000,44250.000000,39013.097656,5864067
2018-11-16,44600.000000,44750.000000,43700.000000,44000.000000,38792.683594,7777124
2018-11-19,44050.000000,44250.000000,43450.000000,43650.000000,38484.109375,7538720
2018-11-20,42450.000000,43000.000000,42100.000000,42800.000000,37734.703125,9420664
2018-11-21,41800.000000,42300.000000,41800.000000,42100.000000,37117.542969,10769589
2018-11-22,42000.000000,42650.000000,42000.000000,42450.000000,37426.128906,5970796
2018-11-23,42450.000000,42600.000000,41900.000000,42400.000000,37382.039063,5192638
2018-11-26,42150.000000,42800.000000,42100.000000,42600.000000,37558.371094,6613009
2018-11-27,42900.000000,43100.000000,42500.000000,43050.000000,37955.117188,8367091
2018-11-28,42800.000000,43200.000000,42750.000000,43150.000000,38043.281250,6943099
2018-11-29,43850.000000,43850.000000,42900.000000,43150.000000,38043.281250,8473511
2018-11-30,43450.000000,44000.000000,41750.000000,41850.000000,36897.132813,19775519
2018-12-03,42750.000000,43400.000000,42400.000000,43250.000000,38131.449219,12110702
2018-12-04,42650.000000,42900.000000,41900.000000,42150.000000,37161.625000,14347746
2018-12-05,40900.000000,41750.000000,40850.000000,41450.000000,36544.476563,12631983
2018-12-06,40600.000000,41100.000000,40450.000000,40500.000000,35706.902344,14251826
2018-12-07,40900.000000,41400.000000,40850.000000,40950.000000,36103.644531,11433083
2018-12-10,40450.000000,40650.000000,40000.000000,40200.000000,35442.410156,14892263
2018-12-11,40600.000000,40700.000000,40200.000000,40250.000000,35486.496094,10638766
2018-12-12,40250.000000,40700.000000,40150.000000,40450.000000,35662.812500,12024279
2018-12-13,40650.000000,40750.000000,40000.000000,40000.000000,35266.085938,26254646
2018-12-14,40200.000000,40200.000000,38700.000000,38950.000000,34340.339844,19671783
2018-12-17,38650.000000,39600.000000,38650.000000,39150.000000,34516.667969,11532968
2018-12-18,38300.000000,39200.000000,38300.000000,38900.000000,34296.261719,11042101
2018-12-19,38900.000000,39350.000000,38850.000000,39100.000000,34472.585938,9942037
2018-12-20,38600.000000,39100.000000,38500.000000,38650.000000,34075.851563,11937617
2018-12-21,38200.000000,38650.000000,38100.000000,38650.000000,34075.851563,14947080
2018-12-24,38500.000000,39050.000000,38300.000000,38800.000000,34208.093750,9729530
2018-12-26,38400.000000,38750.000000,38300.000000,38350.000000,33811.359375,12707675
2018-12-27,38700.000000,38800.000000,38100.000000,38250.000000,34037.382813,10510643
2018-12-28,38250.000000,38900.000000,38200.000000,38700.000000,34437.812500,9900267
2019-01-02,39400.000000,39400.000000,38550.000000,38750.000000,34482.316406,7847664
2019-01-03,38300.000000,38550.000000,37450.000000,37600.000000,33458.964844,12471493
2019-01-04,37450.000000,37600.000000,36850.000000,37450.000000,33325.492188,14108958
2019-01-07,38000.000000,38900.000000,37800.000000,38750.000000,34482.316406,12748997
2019-01-08,38000.000000,39200.000000,37950.000000,38100.000000,33903.894531,12756554
2019-01-09,38650.000000,39600.000000,38300.000000,39600.000000,35238.703125,17452708
2019-01-10,40000.000000,40150.000000,39600.000000,39800.000000,35416.667969,14731699
2019-01-11,40350.000000,40550.000000,39950.000000,40500.000000,36039.574219,11661063
2019-01-14,40450.000000,40700.000000,39850.000000,40050.000000,35639.132813,11984996
2019-01-15,40050.000000,41100.000000,39850.000000,41100.000000,36573.500000,11492756
2019-01-16,41150.000000,41450.000000,40700.000000,41450.000000,36884.957031,8491595
2019-01-17,41700.000000,42100.000000,41450.000000,41950.000000,37329.886719,11736903
2019-01-18,42000.000000,42400.000000,41950.000000,42300.000000,37641.339844,11029256
2019-01-21,42700.000000,42750.000000,41900.000000,42750.000000,38041.777344,11355701
2019-01-22,42750.000000,42850.000000,41850.000000,42150.000000,37507.859375,9964356
2019-01-23,41350.000000,42250.000000,41350.000000,42000.000000,37374.371094,11071079
2019-01-24,43050.000000,43100.000000,42350.000000,43050.000000,38308.738281,14747623
2019-01-25,44300.000000,44750.000000,43750.000000,44750.000000,39821.515625,22789395
2019-01-28,45000.000000,45500.000000,44600.000000,45050.000000,40088.464844,17998914
2019-01-29,45050.000000,45500.000000,44350.000000,45500.000000,40488.898438,16215017
2019-01-30,44800.000000,46400.000000,44800.000000,46400.000000,41289.785156,17505980
2019-01-31,46650.000000,47050.000000,46150.000000,46150.000000,41067.320313,21621145
2019-02-01,46650.000000,46950.000000,46250.000000,46350.000000,41245.300781,13832454
2019-02-07,46800.000000,47100.000000,46200.000000,46200.000000,41111.812500,15872001
2019-02-08,45700.000000,45700.000000,44650.000000,44800.000000,39866.000000,12689196
2019-02-11,44500.000000,45000.000000,44250.000000,45000.000000,40043.976563,11125044
2019-02-12,44650.000000,46250.000000,44650.000000,46050.000000,40978.328125,13184367
2019-02-13,46400.000000,46700.000000,46000.000000,46200.000000,41111.812500,11299738
2019-02-14,46600.000000,47500.000000,46150.000000,47500.000000,42268.644531,17259341
2019-02-15,46750.000000,46850.000000,45650.000000,46050.000000,40978.328125,10554643
2019-02-18,46500.000000,46850.000000,45850.000000,46200.000000,41111.812500,8183728
2019-02-19,45850.000000,46150.000000,45450.000000,45950.000000,40889.351563,6741395
2019-02-20,46750.000000,47100.000000,46500.000000,46900.000000,41734.722656,11506720
2019-02-21,46500.000000,47200.000000,46200.000000,46950.000000,41779.214844,8694009
2019-02-22,46500.000000,47150.000000,46450.000000,47150.000000,41957.195313,6895772
2019-02-25,47400.000000,47550.000000,47050.000000,47350.000000,42135.160156,7484716
2019-02-26,47350.000000,47450.000000,46500.000000,46750.000000,41601.242188,7985547
2019-02-27,47000.000000,47250.000000,46750.000000,46750.000000,41601.242188,8045211
2019-02-28,46400.000000,46500.000000,45100.000000,45100.000000,40132.964844,23569321
2019-03-04,46000.000000,46100.000000,44800.000000,44850.000000,39910.496094,12926539
2019-03-05,44600.000000,45100.000000,44150.000000,44250.000000,39376.574219,10612405
2019-03-06,44000.000000,44300.000000,43700.000000,44000.000000,39154.109375,10202544
2019-03-07,43400.000000,44950.000000,43400.000000,44450.000000,39554.550781,11049749
2019-03-08,44450.000000,44800.000000,43800.000000,43800.000000,38976.132813,7729069
2019-03-11,44400.000000,44450.000000,43650.000000,43650.000000,38842.656250,10717408
2019-03-12,44300.000000,44950.000000,44150.000000,44650.000000,39732.519531,11431977
2019-03-13,44250.000000,44450.000000,43700.000000,43850.000000,39020.636719,8108343
2019-03-14,43700.000000,44300.000000,43550.000000,43850.000000,39020.636719,18039161
2019-03-15,43800.000000,44250.000000,43700.000000,44200.000000,39332.085938,16814163
2019-03-18,43950.000000,44150.000000,43450.000000,43700.000000,38887.152344,8188876
2019-03-19,43750.000000,43900.000000,43550.000000,43900.000000,39065.125000,7609563
2019-03-20,43800.000000,44200.000000,43100.000000,44050.000000,39198.605469,9846242
2019-03-21,44600.000000,46250.000000,44050.000000,45850.000000,40800.363281,21138016
2019-03-22,46850.000000,47000.000000,46250.000000,46550.000000,41423.265625,12535911
2019-03-25,45300.000000,45650.000000,44800.000000,45500.000000,40488.898438,8699728
2019-03-26,45500.000000,45700.000000,44900.000000,45250.000000,40266.441406,9729811
2019-03-27,44750.000000,45600.000000,44250.000000,45350.000000,40355.421875,9568081
2019-03-28,44950.000000,45200.000000,44300.000000,44850.000000,40224.484375,6821306
2019-03-29,44500.000000,44900.000000,44200.000000,44650.000000,40045.105469,11491713
2019-04-01,45200.000000,45450.000000,44850.000000,45050.000000,40403.855469,7362129
2019-04-02,45550.000000,46100.000000,45350.000000,45750.000000,41031.664063,9480688
2019-04-03,46750.000000,46750.000000,45800.000000,46600.000000,41793.996094,12436570
2019-04-04,46150.000000,47100.000000,46150.000000,46950.000000,42107.910156,12650168
2019-04-05,46950.000000,47550.000000,46600.000000,46850.000000,42018.218750,8546339
2019-04-08,47250.000000,47250.000000,46150.000000,46650.000000,41838.851563,8507909
2019-04-09,46700.000000,46950.000000,46200.000000,46650.000000,41838.851563,6878761
2019-04-10,46400.000000,46700.000000,46050.000000,46700.000000,41883.683594,11883995
2019-04-11,46700.000000,46800.000000,46150.000000,46250.000000,41480.093750,13697399
2019-04-12,46050.000000,46900.000000,46000.000000,46850.000000,42018.218750,7668936
2019-04-15,47150.000000,47500.000000,47000.000000,47050.000000,42197.597656,8733019
2019-04-16,47400.000000,47400.000000,46800.000000,47250.000000,42376.972656,7730881
2019-04-17,47300.000000,47600.000000,47000.000000,47050.000000,42197.597656,5513658
2019-04-18,47200.000000,47250.000000,45500.000000,45600.000000,40897.132813,12808747
2019-04-19,45750.000000,46000.000000,45250.000000,45300.000000,40628.078125,8479710
2019-04-22,45400.000000,45900.000000,45100.000000,45350.000000,40672.914063,6006957
2019-04-23,45050.000000,45500.000000,45000.000000,45200.000000,40538.386719,6920566
2019-04-24,45400.000000,45650.000000,44150.000000,44750.000000,40134.800781,13299267
2019-04-25,44250.000000,45000.000000,44100.000000,44650.000000,40045.105469,10868965
2019-04-26,44200.000000,45000.000000,43800.000000,44850.000000,40224.484375,9739982
2019-04-29,45150.000000,46150.000000,45100.000000,46150.000000,41390.414063,8777517
2019-04-30,46000.000000,46300.000000,45350.000000,45850.000000,41121.355469,11121273
2019-05-02,45500.000000,46150.000000,45400.000000,45900.000000,41166.199219,8625126
2019-05-03,45900.000000,46050.000000,45300.000000,45300.000000,40628.078125,6562916
2019-05-07,45250.000000,45300.000000,44400.000000,44850.000000,40224.484375,12014907
2019-05-08,44300.000000,44850.000000,44200.000000,44250.000000,39686.363281,10398754
2019-05-09,43900.000000,44250.000000,42450.000000,42450.000000,38072.003906,23029718
2019-05-10,42600.000000,43450.000000,42450.000000,42900.000000,38475.597656,14579512
2019-05-13,42500.000000,43200.000000,42350.000000,42650.000000,38251.375000,7635079
2019-05-14,41300.000000,43100.000000,41300.000000,42650.000000,38251.375000,11563730
2019-05-15,42700.000000,43050.000000,42550.000000,42550.000000,38161.691406,7670185
2019-05-16,42350.000000,42400.000000,41350.000000,41550.000000,37264.820313,13687828
2019-05-17,41950.000000,42050.000000,40850.000000,41200.000000,36950.921875,13357951
2019-05-20,41650.000000,42100.000000,41550.000000,42000.000000,37668.410156,15752397
2019-05-21,42600.000000,43950.000000,42350.000000,43150.000000,38699.812500,18812133
2019-05-22,43700.000000,43800.000000,42400.000000,43500.000000,39013.718750,11033339
2019-05-23,43900.000000,44000.000000,43250.000000,43850.000000,39327.621094,12259006
2019-05-24,43800.000000,43800.000000,42400.000000,42700.000000,38296.218750,13966305
2019-05-27,42500.000000,43000.000000,42350.000000,42650.000000,38251.375000,8066669
2019-05-28,42550.000000,42950.000000,42150.000000,42550.000000,38161.691406,24506881
2019-05-29,41850.000000,42100.000000,41300.000000,41800.000000,37489.039063,14930618
2019-05-30,42200.000000,42700.000000,42150.000000,42550.000000,38161.691406,11766018
2019-05-31,42600.000000,42800.000000,42150.000000,42500.000000,38116.859375,11365999
2019-06-03,42950.000000,43900.000000,42500.000000,43800.000000,39282.773438,15466580
2019-06-04,43400.000000,43700.000000,43000.000000,43450.000000,38968.871094,9913497
2019-06-05,44050.000000,44200.000000,43700.000000,43900.000000,39372.464844,12464135
2019-06-07,43600.000000,44350.000000,43450.000000,44200.000000,39641.527344,11683682
2019-06-10,44300.000000,44850.000000,44050.000000,44800.000000,40179.640625,8792182
2019-06-11,44800.000000,45000.000000,44550.000000,44850.000000,40224.484375,6664872
2019-06-12,44800.000000,45050.000000,44300.000000,44600.000000,40000.273438,8607439
2019-06-13,44200.000000,44400.000000,43400.000000,43750.000000,39237.925781,16906541
2019-06-14,43750.000000,44150.000000,43300.000000,44000.000000,39462.148438,9322873
2019-06-17,43750.000000,44050.000000,43400.000000,43900.000000,39372.464844,11890424
2019-06-18,43750.000000,44500.000000,43650.000000,44350.000000,39776.050781,7994928
2019-06-19,45450.000000,45450.000000,45000.000000,45350.000000,40672.914063,10417690
2019-06-20,44850.000000,45500.000000,44850.000000,45500.000000,40807.441406,7147785
2019-06-21,45750.000000,45800.000000,45200.000000,45700.000000,40986.824219,9454913
2019-06-24,45200.000000,45800.000000,45200.000000,45500.000000,40807.441406,6085066
2019-06-25,45200.000000,45800.000000,45200.000000,45600.000000,40897.132813,7076774
2019-06-26,45800.000000,46000.000000,45600.000000,45700.000000,40986.824219,9226097
2019-06-27,46000.000000,46600.000000,45750.000000,46500.000000,42029.878906,12603534
2019-06-28,47000.000000,47000.000000,46700.000000,47000.000000,42481.824219,12949231
2019-07-01,47350.000000,47400.000000,46250.000000,46600.000000,42120.269531,11383522
2019-07-02,46200.000000,46900.000000,45850.000000,46250.000000,41803.914063,8463073
2019-07-03,45750.000000,46350.000000,45200.000000,45400.000000,41035.628906,9669368
2019-07-04,45250.000000,46200.000000,45250.000000,46000.000000,41577.949219,6365573
2019-07-05,45950.000000,45950.000000,45250.000000,45650.000000,41261.593750,7235395
2019-07-08,44750.000000,44800.000000,44350.000000,44400.000000,40131.769531,7823843
2019-07-09,44850.000000,45450.000000,44700.000000,45100.000000,40764.472656,7646421
2019-07-10,45550.000000,46150.000000,45500.000000,45550.000000,41171.203125,9253930
